numCommande;numBouquet;nbrBouquets;nomFleur;nbrFleurs
;;;Chrysantheme;1
154;4;2;Glaieul;8
;;;Pensee;1
155;1;1;Pivoine;9
;;;Rose;2
;;;Pensee;1
;;;Glaieul;3
155;2;6;Tournesol;10
;;;Oeillet;2
;;;Anemone;1
156;1;1;Tulipe;5
;;;Paquerette;3
;;;Coquelicot;3
;;;Pivoine;2
;;;Rose;2
157;1;1;Marguerite;8
;;;Magnolia;2
;;;Tournesol;1
;;;Rose;4
;;;Chrysantheme;2
;;;Anemone;1
157;2;2;Anemone;6
;;;Paquerette;3
;;;Tournesol;1
;;;Chrysantheme;1
;;;Pensee;1
158;1;1;Violette;6
;;;Anemone;2
;;;Glaieul;1
158;2;3;Oeillet;7
;;;Hortensia;3
158;3;2;Paquerette;7
;;;Pivoine;4
;;;Chrysantheme;3
;;;Glaieul;1
159;1;1;Crocus;7
;;;Hortensia;4
;;;Anemone;7
;;;Tulipe;1
;;;Paquerette;1
159;2;1;Lys;1
;;;Magnolia;4
;;;Violette;8
;;;Pivoine;2
160;1;1;Magnolia;1
;;;Coquelicot;5
;;;Narcisse;1
;;;Marguerite;5
;;;Tournesol;4
160;2;5;Lys;5
;;;Hortensia;1
161;1;1;Pivoine;4
;;;Pensee;1
161;2;2;Tournesol;2
;;;Violette;3
;;;Chrysantheme;1
162;1;1;Paquerette;8
162;2;1;Narcisse;4
;;;Mimosa;13
;;;Marguerite;1
;;;Crocus;2
162;3;3;Tournesol;7
163;1;1;Hortensia;15
;;;Anemone;3
;;;Crocus;2
163;2;3;Oeillet;3
;;;Paquerette;3
;;;Chrysantheme;2
;;;Pensee;1
;;;Hortensia;1
164;1;1;Coquelicot;6
;;;Chrysantheme;2
164;2;6;Tulipe;3
;;;Oeillet;1
;;;Crocus;1
;;;Tiare;1
165;1;1;Crocus;5
;;;Paquerette;7
165;2;3;Crocus;10
;;;Coquelicot;2
;;;Glaieul;1
;;;Lys;1
165;3;1;Chrysantheme;8
;;;Mimosa;1
166;1;1;Narcisse;8
167;1;1;Tulipe;1
;;;Pivoine;3
;;;Coquelicot;1
167;2;3;Hortensia;7
;;;Pivoine;9
;;;Chrysantheme;1
;;;Magnolia;1
;;;Lys;1
168;1;1;Tiare;12
168;2;4;Marguerite;5
;;;Rose;6
;;;Oeillet;1
169;1;1;Crocus;7
;;;Glaieul;1
;;;Magnolia;2
170;1;1;Tournesol;9
;;;Mimosa;7
170;2;1;Coquelicot;1
;;;Lys;7
;;;Narcisse;1
170;3;1;Paquerette;11
;;;Lys;7
170;4;1;Lys;1
;;;Tulipe;14
;;;Paquerette;1
171;1;1;Chrysantheme;6
;;;Tulipe;1
171;2;1;Magnolia;2
;;;Tiare;3
172;1;1;Mimosa;2
;;;Rose;5
;;;Tournesol;3
;;;Anemone;1
;;;Glaieul;4
172;2;1;Lys;10
;;;Coquelicot;4
172;3;2;Violette;5
;;;Tournesol;1
;;;Narcisse;6
;;;Oeillet;2
173;1;1;Pivoine;12
;;;Oeillet;7
173;2;1;Tulipe;2
;;;Paquerette;3
;;;Pivoine;1
;;;Lys;1
174;1;1;Lys;10
;;;Tournesol;9
174;2;2;Tulipe;4
;;;Coquelicot;10
;;;Oeillet;1
174;3;4;Tournesol;3
;;;Narcisse;1
;;;Rose;7
;;;Anemone;2
;;;Hortensia;1
175;1;1;Anemone;15
;;;Mimosa;4
;;;Chrysantheme;1
175;2;1;Mimosa;3
;;;Oeillet;2
;;;Chrysantheme;13
;;;Tournesol;1
;;;Pensee;1
175;3;2;Anemone;10
;;;Hortensia;8
176;1;1;Chrysantheme;6
;;;Tulipe;1
176;2;2;Magnolia;10
177;1;1;Coquelicot;13
;;;Pivoine;2
177;2;2;Pensee;3
;;;Tournesol;1
;;;Crocus;2
;;;Rose;1
;;;Glaieul;1
;;;Tiare;1
178;1;1;Pivoine;12
;;;Lys;4
;;;Coquelicot;4
178;2;3;Glaieul;5
;;;Paquerette;4
;;;Marguerite;3
;;;Coquelicot;2
179;1;1;Narcisse;6
;;;Violette;1
;;;Glaieul;1
180;1;1;Chrysantheme;11
;;;Tiare;2
;;;Rose;4
;;;Glaieul;1
180;2;1;Pivoine;10
;;;Glaieul;4
;;;Violette;1
180;3;3;Tournesol;3
;;;Pivoine;9
;;;Chrysantheme;1
;;;Marguerite;2
;;;Tulipe;3
181;1;1;Crocus;3
;;;Paquerette;8
181;2;6;Rose;9
182;1;1;Lys;2
;;;Pensee;2
;;;Rose;3
;;;Narcisse;4
183;1;1;Anemone;13
;;;Magnolia;7
183;2;3;Oeillet;5
;;;Pivoine;3
183;3;2;Chrysantheme;1
;;;Magnolia;1
;;;Pensee;2
;;;Lys;2
184;1;1;Paquerette;4
;;;Violette;2
;;;Coquelicot;3
184;2;2;Tulipe;1
;;;Tournesol;2
;;;Mimosa;5
;;;Pensee;1
;;;Oeillet;1
184;3;3;Paquerette;3
;;;Anemone;5
;;;Violette;5
185;1;1;Anemone;3
;;;Pivoine;6
185;2;2;Rose;6
;;;Marguerite;4
;;;Hortensia;1
186;1;1;Magnolia;1
;;;Hortensia;13
;;;Chrysantheme;4
;;;Lys;1
;;;Coquelicot;1
186;2;3;Chrysantheme;8
;;;Mimosa;5
;;;Tiare;3
186;3;2;Crocus;5
;;;Magnolia;5
;;;Tiare;2
187;1;1;Pivoine;8
;;;Mimosa;10
187;2;1;Tiare;1
;;;Tulipe;2
;;;Coquelicot;5
;;;Violette;1
187;3;4;Pivoine;4
;;;Rose;9
;;;Mimosa;4
;;;Narcisse;2
188;1;1;Oeillet;1
;;;Magnolia;2
;;;Coquelicot;3
;;;Tiare;1
188;2;2;Anemone;3
;;;Chrysantheme;6
;;;Mimosa;5
;;;Coquelicot;1
;;;Glaieul;1
189;1;1;Pivoine;6
;;;Violette;1
;;;Tournesol;2
;;;Tulipe;1
189;2;5;Marguerite;3
;;;Coquelicot;2
;;;Narcisse;4
;;;Hortensia;6
;;;Anemone;2
190;1;1;Tournesol;11
;;;Coquelicot;1
;;;Pensee;1
190;2;1;Lys;11
190;3;5;Crocus;7
;;;Marguerite;1
191;1;1;Magnolia;5
;;;Hortensia;1
192;1;1;Tulipe;4
;;;Paquerette;1
;;;Magnolia;5
193;1;1;Oeillet;14
;;;Rose;4
;;;Violette;1
193;2;3;Lys;4
;;;Marguerite;1
194;1;1;Anemone;5
194;2;1;Lys;7
;;;Magnolia;1
194;3;5;Violette;11
195;1;1;Chrysantheme;4
;;;Pensee;4
;;;Oeillet;1
195;2;1;Coquelicot;13
195;3;2;Lys;4
;;;Crocus;2
195;4;2;Lys;1
;;;Narcisse;4
;;;Magnolia;1
196;1;1;Oeillet;1
;;;Coquelicot;10
196;2;1;Crocus;2
;;;Oeillet;9
196;3;1;Tournesol;3
;;;Tiare;2
196;4;3;Tiare;7
;;;Anemone;4
;;;Marguerite;2
;;;Tulipe;1
197;1;1;Magnolia;3
;;;Oeillet;2
197;2;2;Narcisse;9
;;;Marguerite;1
;;;Violette;2
;;;Pivoine;1
198;1;1;Magnolia;3
;;;Tiare;2
198;2;3;Mimosa;1
;;;Magnolia;4
;;;Narcisse;2
199;1;1;Glaieul;7
;;;Tulipe;1
;;;Crocus;3
199;2;2;Crocus;4
;;;Oeillet;5
;;;Lys;9
;;;Coquelicot;1
199;3;2;Magnolia;7
;;;Pensee;7
;;;Tiare;2
;;;Rose;3
199;4;2;Tiare;13
200;1;1;Rose;1
;;;Pensee;5
;;;Oeillet;3
200;2;3;Narcisse;7
;;;Anemone;1
201;1;1;Crocus;6
;;;Pivoine;2
;;;Pensee;1
201;2;2;Chrysantheme;10
;;;Violette;4
;;;Paquerette;2
;;;Narcisse;1
;;;Mimosa;2
;;;Lys;1
202;1;1;Marguerite;2
;;;Pensee;2
;;;Tiare;1
202;2;2;Rose;5
;;;Crocus;2
;;;Tiare;1
;;;Pensee;2
202;3;3;Oeillet;9
;;;Pensee;2
203;1;1;Violette;5
;;;Narcisse;1
;;;Coquelicot;2
203;2;1;Paquerette;16
203;3;2;Pivoine;9
204;1;1;Glaieul;8
;;;Pivoine;3
;;;Mimosa;1
204;2;3;Tiare;4
;;;Violette;1
205;1;1;Pensee;2
;;;Chrysantheme;1
;;;Tulipe;1
;;;Tiare;2
205;2;1;Narcisse;3
;;;Marguerite;4
;;;Pivoine;3
205;3;4;Chrysantheme;6
;;;Magnolia;1
;;;Oeillet;3
206;1;1;Pivoine;14
206;2;1;Oeillet;5
206;3;4;Rose;13
;;;Paquerette;4
;;;Tournesol;1
207;1;1;Glaieul;1
;;;Hortensia;2
;;;Narcisse;2
;;;Pensee;2
;;;Paquerette;3
;;;Marguerite;1
207;2;1;Anemone;2
;;;Rose;2
;;;Pensee;5
;;;Tulipe;2
;;;Hortensia;1
;;;Narcisse;1
;;;Mimosa;1
207;3;2;Marguerite;6
;;;Rose;10
;;;Paquerette;2
207;4;2;Paquerette;7
;;;Lys;3
;;;Pivoine;4
;;;Anemone;1
208;1;1;Mimosa;20
208;2;1;Anemone;2
;;;Hortensia;6
;;;Crocus;1
;;;Tulipe;1
;;;Pensee;1
208;3;1;Crocus;14
;;;Hortensia;1
208;4;2;Hortensia;16
;;;Marguerite;1
;;;Rose;2
208;5;2;Crocus;2
;;;Pivoine;5
;;;Mimosa;3
;;;Hortensia;1
;;;Tulipe;2
209;1;1;Marguerite;7
;;;Magnolia;2
209;2;2;Paquerette;4
;;;Tulipe;7
;;;Narcisse;4
;;;Pivoine;1
;;;Magnolia;1
209;3;1;Tiare;2
;;;Tournesol;2
;;;Narcisse;1
210;1;1;Violette;5
;;;Chrysantheme;4
;;;Paquerette;5
210;2;3;Chrysantheme;4
;;;Lys;1
211;1;1;Marguerite;12
;;;Glaieul;1
;;;Paquerette;5
;;;Oeillet;1
211;2;2;Marguerite;4
;;;Tournesol;2
;;;Lys;3
211;3;2;Crocus;11
;;;Glaieul;6
;;;Magnolia;1
;;;Pensee;1
212;1;1;Tournesol;1
;;;Glaieul;3
;;;Mimosa;4
;;;Chrysantheme;3
212;2;3;Mimosa;10
;;;Oeillet;2
213;1;1;Rose;8
;;;Marguerite;6
;;;Anemone;1
;;;Hortensia;1
213;2;2;Coquelicot;2
;;;Crocus;3
;;;Pensee;5
214;1;1;Crocus;15
;;;Coquelicot;1
;;;Narcisse;1
;;;Marguerite;3
214;2;2;Magnolia;2
;;;Tulipe;2
;;;Anemone;2
214;3;2;Pensee;16
;;;Violette;2
;;;Lys;2
215;1;1;Pivoine;8
;;;Magnolia;1
;;;Coquelicot;1
215;2;1;Narcisse;7
;;;Pensee;3
;;;Oeillet;6
215;3;1;Crocus;2
;;;Pivoine;10
;;;Narcisse;2
215;4;1;Rose;3
;;;Hortensia;7
;;;Violette;1
;;;Lys;1
215;5;1;Rose;6
;;;Oeillet;8
;;;Tiare;1
215;6;2;Tulipe;8
;;;Tournesol;1
;;;Pensee;1
;;;Magnolia;1
216;1;1;Pensee;8
;;;Narcisse;3
216;2;2;Coquelicot;11
;;;Hortensia;1
;;;Pensee;6
;;;Violette;2
217;1;1;Tiare;13
;;;Hortensia;2
;;;Chrysantheme;3
;;;Paquerette;1
;;;Glaieul;1
217;2;3;Chrysantheme;2
;;;Lys;3
;;;Rose;2
;;;Coquelicot;6
;;;Hortensia;1
;;;Narcisse;2
217;3;3;Narcisse;13
;;;Rose;1
;;;Mimosa;2
218;1;1;Tournesol;4
;;;Marguerite;3
;;;Crocus;1
;;;Tiare;7
;;;Pensee;3
;;;Chrysantheme;2
218;2;1;Tulipe;2
;;;Pensee;4
;;;Hortensia;4
;;;Paquerette;1
218;3;2;Violette;2
;;;Coquelicot;13
;;;Mimosa;4
219;1;1;Hortensia;11
;;;Rose;4
;;;Crocus;1
;;;Tournesol;1
;;;Oeillet;1
219;2;3;Lys;16
220;1;1;Pensee;8
;;;Chrysantheme;2
;;;Anemone;1
220;2;1;Anemone;13
;;;Rose;3
;;;Crocus;1
220;3;1;Magnolia;7
;;;Lys;1
;;;Violette;4
;;;Rose;2
221;1;1;Mimosa;2
;;;Violette;5
;;;Marguerite;3
;;;Glaieul;2
221;2;1;Lys;2
;;;Rose;7
;;;Marguerite;5
221;3;2;Coquelicot;2
;;;Crocus;1
;;;Tiare;1
;;;Mimosa;1
221;4;1;Narcisse;2
;;;Anemone;9
;;;Chrysantheme;1
221;5;2;Anemone;9
;;;Oeillet;2
;;;Rose;1
;;;Tiare;1
222;1;1;Violette;3
;;;Magnolia;1
;;;Tiare;1
222;2;3;Oeillet;10
;;;Pensee;1
;;;Tulipe;2
223;1;1;Mimosa;9
;;;Lys;5
;;;Pensee;2
223;2;2;Coquelicot;9
;;;Rose;6
;;;Chrysantheme;1
;;;Pensee;1
224;1;1;Violette;11
;;;Pensee;2
;;;Chrysantheme;7
224;2;2;Violette;2
;;;Mimosa;5
;;;Tulipe;1
;;;Oeillet;1
;;;Pensee;1
224;3;2;Violette;7
;;;Marguerite;5
224;4;2;Anemone;16
225;1;1;Pensee;9
;;;Crocus;2
225;2;1;Pivoine;4
;;;Glaieul;1
;;;Rose;1
;;;Chrysantheme;1
225;3;1;Coquelicot;3
;;;Crocus;3
;;;Magnolia;3
225;4;1;Anemone;6
;;;Chrysantheme;9
;;;Pensee;2
226;1;1;Glaieul;3
;;;Tournesol;1
;;;Crocus;1
226;2;1;Crocus;7
;;;Tulipe;1
226;3;1;Tiare;9
;;;Crocus;1
;;;Coquelicot;1
226;4;3;Oeillet;9
;;;Chrysantheme;1
;;;Lys;1
227;1;1;Mimosa;1
;;;Paquerette;2
;;;Magnolia;1
;;;Glaieul;2
228;1;1;Chrysantheme;1
;;;Anemone;7
;;;Crocus;2
228;2;3;Tulipe;13
;;;Marguerite;3
;;;Pensee;1
229;1;1;Chrysantheme;5
;;;Rose;4
;;;Pivoine;1
;;;Tournesol;1
;;;Lys;1
229;2;4;Tulipe;6
;;;Rose;4
;;;Mimosa;1
230;1;1;Magnolia;3
;;;Hortensia;1
;;;Narcisse;1
230;2;1;Hortensia;13
;;;Lys;2
;;;Marguerite;1
230;3;2;Chrysantheme;4
;;;Pivoine;6
;;;Crocus;1
231;1;1;Paquerette;1
;;;Magnolia;17
231;2;1;Mimosa;11
;;;Pensee;5
;;;Magnolia;1
231;3;1;Rose;4
;;;Oeillet;1
;;;Marguerite;1
231;4;2;Anemone;9
;;;Tiare;1
232;1;1;Violette;13
;;;Coquelicot;4
;;;Lys;1
232;2;2;Glaieul;4
;;;Marguerite;3
;;;Lys;1
233;1;1;Narcisse;16
233;2;1;Mimosa;6
;;;Marguerite;4
;;;Coquelicot;1
233;3;1;Violette;7
;;;Chrysantheme;1
;;;Rose;2
234;1;1;Pivoine;8
;;;Mimosa;7
;;;Glaieul;2
;;;Rose;2
;;;Magnolia;1
234;2;2;Mimosa;7
;;;Tiare;4
;;;Chrysantheme;4
235;1;1;Hortensia;6
;;;Tulipe;3
;;;Violette;4
;;;Pivoine;2
;;;Oeillet;1
;;;Rose;1
235;2;1;Magnolia;6
235;3;4;Crocus;11
;;;Lys;1
236;1;1;Lys;7
;;;Magnolia;1
236;2;3;Oeillet;1
;;;Glaieul;5
;;;Anemone;1
237;1;1;Coquelicot;8
;;;Tournesol;1
237;2;1;Pivoine;2
;;;Violette;4
;;;Chrysantheme;2
;;;Crocus;1
237;3;1;Violette;12
;;;Chrysantheme;4
;;;Tournesol;1
;;;Coquelicot;1
;;;Anemone;1
;;;Magnolia;1
237;4;2;Pivoine;4
;;;Marguerite;1
;;;Tournesol;3
238;1;1;Lys;14
238;2;5;Tiare;4
;;;Lys;3
;;;Marguerite;6
;;;Glaieul;1
;;;Oeillet;2
239;1;1;Oeillet;5
;;;Pensee;2
;;;Glaieul;4
;;;Narcisse;1
;;;Chrysantheme;1
239;2;2;Tulipe;11
240;1;1;Tulipe;4
;;;Tiare;10
;;;Lys;2
241;1;1;Crocus;1
;;;Pivoine;12
;;;Chrysantheme;2
;;;Mimosa;1
241;2;3;Narcisse;18
;;;Crocus;1
242;1;1;Crocus;7
;;;Magnolia;6
;;;Oeillet;1
243;1;1;Oeillet;8
;;;Magnolia;4
;;;Violette;1
;;;Tournesol;1
244;1;1;Magnolia;8
;;;Violette;2
244;2;4;Anemone;3
;;;Lys;5
;;;Tournesol;4
;;;Paquerette;1
;;;Glaieul;1
245;1;1;Crocus;2
;;;Tiare;3
;;;Narcisse;1
;;;Tulipe;1
;;;Chrysantheme;1
;;;Coquelicot;1
;;;Lys;1
245;2;1;Tulipe;1
;;;Violette;2
;;;Magnolia;1
;;;Rose;3
245;3;1;Magnolia;1
;;;Oeillet;5
;;;Chrysantheme;7
;;;Lys;1
;;;Mimosa;1
245;4;1;Anemone;4
;;;Violette;1
;;;Marguerite;2
245;5;2;Paquerette;10
;;;Mimosa;2
;;;Magnolia;5
246;1;1;Crocus;9
;;;Magnolia;4
247;1;1;Crocus;5
;;;Coquelicot;3
;;;Narcisse;2
247;2;1;Pensee;3
;;;Paquerette;8
;;;Tulipe;1
;;;Hortensia;3
247;3;4;Pensee;6
;;;Violette;1
248;1;1;Tulipe;1
;;;Anemone;6
;;;Narcisse;10
;;;Chrysantheme;3
248;2;1;Paquerette;3
;;;Narcisse;2
;;;Pensee;5
;;;Tiare;1
248;3;3;Lys;5
;;;Magnolia;3
;;;Coquelicot;3
249;1;1;Rose;3
;;;Pivoine;4
;;;Paquerette;1
;;;Magnolia;1
;;;Marguerite;5
249;2;1;Hortensia;2
;;;Narcisse;3
;;;Chrysantheme;1
249;3;2;Narcisse;1
;;;Tiare;13
;;;Glaieul;2
249;4;1;Narcisse;11
;;;Oeillet;1
;;;Magnolia;5
249;5;2;Mimosa;2
;;;Lys;7
;;;Tiare;2
;;;Magnolia;1
;;;Narcisse;1
250;1;1;Tulipe;13
;;;Hortensia;5
250;2;3;Magnolia;7
250;3;2;Anemone;4
;;;Lys;1
;;;Tiare;1
;;;Mimosa;1
251;1;1;Tournesol;2
;;;Glaieul;11
;;;Pensee;5
251;2;4;Oeillet;1
;;;Paquerette;3
;;;Tiare;2
;;;Rose;1
;;;Lys;1
251;3;2;Marguerite;2
;;;Crocus;9
;;;Pivoine;3
;;;Tulipe;1
;;;Tiare;5
252;1;1;Chrysantheme;9
;;;Hortensia;2
;;;Tournesol;1
;;;Coquelicot;1
;;;Anemone;4
;;;Pensee;1
252;2;4;Hortensia;8
;;;Narcisse;3
;;;Tulipe;2
253;1;1;Narcisse;1
;;;Anemone;13
;;;Rose;5
253;2;4;Paquerette;14
;;;Chrysantheme;1
254;1;1;Anemone;8
;;;Pensee;2
254;2;1;Tiare;5
;;;Violette;3
254;3;1;Marguerite;1
;;;Pensee;16
;;;Tulipe;1
;;;Violette;2
255;1;1;Tiare;7
;;;Tournesol;11
255;2;3;Hortensia;6
;;;Tournesol;3
;;;Rose;6
;;;Narcisse;2
256;1;1;Pensee;15
;;;Lys;1
;;;Marguerite;1
;;;Tulipe;2
256;2;1;Oeillet;4
;;;Tulipe;1
;;;Magnolia;1
257;1;1;Glaieul;1
;;;Oeillet;10
;;;Narcisse;1
;;;Marguerite;1
257;2;1;Tulipe;4
;;;Coquelicot;1
;;;Tiare;1
257;3;1;Pensee;10
;;;Lys;2
257;4;2;Chrysantheme;11
;;;Anemone;2
;;;Tournesol;1
258;1;1;Marguerite;6
;;;Glaieul;3
;;;Hortensia;1
258;2;1;Paquerette;6
258;3;3;Chrysantheme;18
259;1;1;Anemone;13
;;;Paquerette;1
259;2;1;Pensee;9
;;;Paquerette;3
259;3;1;Chrysantheme;13
;;;Coquelicot;5
259;4;1;Narcisse;5
;;;Tournesol;6
;;;Mimosa;1
;;;Paquerette;2
259;5;3;Coquelicot;5
260;1;1;Tulipe;1
;;;Tournesol;10
;;;Coquelicot;1
260;2;4;Hortensia;9
;;;Chrysantheme;2
;;;Rose;1
261;1;1;Rose;6
261;2;3;Mimosa;4
;;;Narcisse;2
;;;Oeillet;2
262;1;1;Pivoine;11
;;;Paquerette;2
;;;Glaieul;1
;;;Coquelicot;1
;;;Pensee;1
262;2;3;Pensee;1
;;;Coquelicot;12
;;;Violette;1
;;;Anemone;3
;;;Glaieul;1
;;;Lys;2
263;1;1;Hortensia;1
;;;Violette;4
;;;Magnolia;2
264;1;1;Chrysantheme;4
;;;Marguerite;1
;;;Crocus;3
;;;Tiare;2
;;;Paquerette;1
264;2;1;Hortensia;12
;;;Oeillet;3
;;;Paquerette;2
264;3;1;Hortensia;11
;;;Rose;1
264;4;3;Rose;8
;;;Tournesol;1
265;1;1;Coquelicot;1
;;;Oeillet;13
265;2;3;Hortensia;5
;;;Paquerette;1
;;;Tournesol;1
266;1;1;Tiare;9
;;;Pivoine;1
266;2;2;Tiare;5
;;;Paquerette;4
267;1;1;Tournesol;12
;;;Narcisse;1
268;1;1;Narcisse;8
;;;Oeillet;4
;;;Coquelicot;1
268;2;1;Paquerette;2
;;;Oeillet;3
;;;Chrysantheme;2
268;3;2;Pensee;16
269;1;1;Magnolia;15
;;;Paquerette;1
269;2;3;Glaieul;18
;;;Coquelicot;1
;;;Anemone;1
270;1;1;Glaieul;5
;;;Magnolia;4
;;;Tiare;1
270;2;5;Coquelicot;7
;;;Narcisse;1
;;;Paquerette;1
;;;Oeillet;1
271;1;1;Pivoine;1
;;;Mimosa;10
;;;Lys;4
;;;Paquerette;1
;;;Marguerite;1
271;2;1;Oeillet;10
;;;Marguerite;3
;;;Rose;4
271;3;5;Oeillet;11
;;;Pensee;3
;;;Paquerette;1
;;;Magnolia;1
272;1;1;Pensee;9
;;;Lys;2
;;;Violette;2
272;2;4;Paquerette;8
;;;Magnolia;1
;;;Chrysantheme;3
;;;Narcisse;3
273;1;1;Chrysantheme;1
;;;Hortensia;2
;;;Tulipe;2
;;;Pensee;3
;;;Mimosa;1
273;2;1;Coquelicot;6
;;;Pensee;6
273;3;3;Pensee;6
;;;Tournesol;2
273;4;2;Narcisse;10
;;;Tournesol;4
;;;Pivoine;2
274;1;1;Rose;12
274;2;1;Pivoine;14
;;;Oeillet;5
274;3;2;Narcisse;4
;;;Tulipe;2
274;4;1;Tiare;8
;;;Narcisse;5
;;;Paquerette;1
;;;Coquelicot;1
275;1;1;Tiare;1
;;;Pivoine;6
275;2;3;Tulipe;13
275;3;3;Chrysantheme;11
;;;Lys;1
276;1;1;Lys;4
;;;Mimosa;1
;;;Chrysantheme;9
;;;Rose;2
;;;Hortensia;1
;;;Pivoine;2
276;2;1;Narcisse;14
;;;Tiare;2
;;;Chrysantheme;1
276;3;1;Tournesol;3
;;;Chrysantheme;2
277;1;1;Paquerette;8
;;;Anemone;5
;;;Glaieul;2
;;;Marguerite;1
277;2;1;Coquelicot;4
;;;Tournesol;3
;;;Paquerette;2
;;;Violette;2
277;3;1;Hortensia;1
;;;Tournesol;5
;;;Lys;7
277;4;3;Crocus;1
;;;Coquelicot;2
;;;Mimosa;3
;;;Magnolia;1
;;;Oeillet;1
;;;Narcisse;1
;;;Lys;1
278;1;1;Violette;9
;;;Mimosa;2
;;;Pivoine;1
;;;Oeillet;2
278;2;3;Narcisse;10
;;;Lys;3
;;;Anemone;1
278;3;1;Narcisse;5
;;;Paquerette;4
;;;Crocus;5
;;;Hortensia;3
;;;Coquelicot;1
;;;Mimosa;2
278;4;2;Violette;3
;;;Magnolia;1
;;;Mimosa;1
279;1;1;Hortensia;2
;;;Mimosa;4
;;;Narcisse;2
;;;Marguerite;2
279;2;6;Tulipe;5
;;;Rose;1
;;;Anemone;1
280;1;1;Pivoine;3
;;;Tiare;1
;;;Rose;2
280;2;3;Chrysantheme;4
;;;Coquelicot;1
;;;Rose;3
280;3;3;Magnolia;1
;;;Glaieul;4
281;1;1;Lys;8
281;2;1;Pivoine;6
282;1;1;Violette;3
;;;Tournesol;6
283;1;1;Marguerite;3
;;;Mimosa;3
;;;Hortensia;1
;;;Oeillet;1
283;2;2;Hortensia;3
;;;Rose;1
;;;Tiare;1
;;;Violette;1
283;3;3;Coquelicot;8
;;;Rose;5
;;;Chrysantheme;1
284;1;1;Rose;2
;;;Pivoine;5
;;;Chrysantheme;2
284;2;2;Magnolia;3
;;;Oeillet;10
285;1;1;Mimosa;5
;;;Anemone;1
285;2;1;Rose;1
;;;Magnolia;6
;;;Pivoine;1
285;3;2;Chrysantheme;13
;;;Paquerette;1
286;1;1;Oeillet;5
;;;Mimosa;3
286;2;2;Mimosa;7
286;3;2;Narcisse;9
;;;Crocus;5
287;1;1;Lys;19
;;;Tiare;1
287;2;1;Lys;6
;;;Hortensia;11
;;;Pivoine;2
;;;Tulipe;1
287;3;1;Tulipe;15
;;;Narcisse;2
;;;Crocus;1
;;;Tournesol;1
288;1;1;Paquerette;2
;;;Glaieul;3
288;2;1;Hortensia;9
;;;Rose;2
288;3;3;Pivoine;5
;;;Tiare;2
;;;Paquerette;1
;;;Rose;1
289;1;1;Hortensia;3
;;;Chrysantheme;2
;;;Rose;3
;;;Glaieul;1
289;2;1;Marguerite;12
;;;Anemone;6
;;;Mimosa;1
;;;Magnolia;1
289;3;3;Tiare;1
;;;Hortensia;5
;;;Mimosa;3
290;1;1;Hortensia;19
;;;Glaieul;1
290;2;1;Crocus;8
290;3;3;Hortensia;1
;;;Marguerite;3
;;;Oeillet;1
291;1;1;Hortensia;10
;;;Tulipe;1
;;;Pensee;3
291;2;6;Anemone;3
;;;Pensee;1
;;;Hortensia;1
292;1;1;Tulipe;2
;;;Anemone;3
293;1;1;Marguerite;3
;;;Violette;12
;;;Chrysantheme;2
293;2;3;Marguerite;3
;;;Crocus;1
;;;Tournesol;5
294;1;1;Magnolia;4
;;;Chrysantheme;3
;;;Lys;1
;;;Mimosa;2
295;1;1;Magnolia;14
;;;Lys;2
295;2;1;Crocus;7
;;;Tulipe;2
;;;Oeillet;1
296;1;1;Lys;9
;;;Magnolia;4
;;;Anemone;1
;;;Coquelicot;1
296;2;4;Tiare;5
296;3;1;Pivoine;18
;;;Narcisse;1
297;1;1;Chrysantheme;6
298;1;1;Violette;6
;;;Glaieul;2
;;;Paquerette;4
;;;Mimosa;3
;;;Oeillet;3
298;2;2;Violette;12
;;;Pensee;2
;;;Coquelicot;1
;;;Mimosa;2
299;1;1;Magnolia;3
;;;Tiare;3
;;;Marguerite;4
299;2;2;Magnolia;5
;;;Crocus;1
;;;Coquelicot;8
;;;Glaieul;2
299;3;3;Chrysantheme;11
;;;Narcisse;4
;;;Glaieul;1
;;;Crocus;1
300;1;1;Pivoine;4
;;;Rose;2
;;;Tiare;7
;;;Magnolia;2
;;;Crocus;1
300;2;1;Hortensia;10
;;;Anemone;8
300;3;3;Coquelicot;3
;;;Magnolia;13
;;;Tournesol;1
301;1;1;Narcisse;4
;;;Hortensia;1
301;2;1;Rose;4
;;;Crocus;4
;;;Hortensia;1
301;3;2;Tiare;1
;;;Mimosa;18
;;;Marguerite;1
301;4;3;Paquerette;9
;;;Mimosa;1
;;;Violette;6
302;1;1;Oeillet;19
;;;Crocus;1
302;2;4;Crocus;6
;;;Hortensia;2
;;;Glaieul;3
;;;Mimosa;3
303;1;1;Coquelicot;1
;;;Crocus;9
303;2;1;Lys;13
;;;Pivoine;3
;;;Magnolia;1
304;1;1;Chrysantheme;4
;;;Tournesol;3
;;;Hortensia;7
;;;Tulipe;2
;;;Mimosa;1
304;2;2;Crocus;15
;;;Chrysantheme;1
305;1;1;Hortensia;2
;;;Oeillet;3
;;;Coquelicot;3
305;2;2;Tournesol;3
;;;Oeillet;7
;;;Magnolia;1
;;;Narcisse;2
;;;Violette;1
305;3;2;Tournesol;6
306;1;1;Tiare;17
;;;Oeillet;1
306;2;4;Paquerette;13
;;;Tiare;2
;;;Lys;5
307;1;1;Coquelicot;15
;;;Marguerite;1
307;2;1;Paquerette;1
;;;Hortensia;7
;;;Magnolia;4
