dateAchat;numSIREN;nomFleur;nbrFleurs;prixAchatUnitaire
19/04/2022;275381649;Magnolia;9;1.73
19/04/2022;651982473;Oeillet;7;0.59
19/04/2022;672849135;Crocus;7;0.46
19/04/2022;651982473;Hortensia;4;3.85
19/04/2022;482519367;Lys;1;0.74
19/04/2022;651982473;Violette;8;0.42
29/04/2022;672849135;Magnolia;36;0.82
29/04/2022;503827451;Violette;39;0.44
29/04/2022;269481735;Glaieul;46;0.42
29/04/2022;651982473;Rose;36;0.1
29/04/2022;482519367;Paquerette;55;0.38
29/04/2022;672849135;Mimosa;37;0.25
29/04/2022;275381649;Tournesol;44;0.98
29/04/2022;269481735;Lys;72;1.37
29/04/2022;346198275;Crocus;44;0.4
29/04/2022;275381649;Narcisse;39;0.89
29/04/2022;269481735;Pensee;44;0.57
29/04/2022;672849135;Marguerite;19;0.87
29/04/2022;275381649;Tiare;34;2.62
29/04/2022;503827451;Hortensia;12;2.37
29/04/2022;482519367;Pivoine;64;0.4
29/04/2022;503827451;Oeillet;42;0.59
29/04/2022;275381649;Anemone;18;0.41
29/04/2022;346198275;Coquelicot;26;0.45
29/04/2022;269481735;Chrysantheme;49;0.66
29/04/2022;503827451;Tulipe;26;0.14
15/04/2022;672849135;Anemone;2;0.19
15/04/2022;651982473;Paquerette;15;0.69
15/04/2022;503827451;Marguerite;2;0.8
15/04/2022;269481735;Coquelicot;10;0.29
15/04/2022;672849135;Magnolia;3;1.21
15/04/2022;346198275;Violette;14;0.45
15/04/2022;503827451;Tournesol;3;0.76
15/04/2022;346198275;Glaieul;9;0.37
15/04/2022;346198275;Chrysantheme;2;0.57
15/04/2022;482519367;Pensee;2;0.46
15/04/2022;672849135;Tulipe;5;0.34
15/04/2022;842619375;Pivoine;6;0.22
15/04/2022;275381649;Rose;2;0.62
21/04/2022;651982473;Magnolia;1;0.79
21/04/2022;672849135;Coquelicot;15;0.33
21/04/2022;651982473;Narcisse;6;0.74
21/04/2022;651982473;Marguerite;10;0.24
21/04/2022;842619375;Tournesol;23;0.44
21/04/2022;269481735;Lys;15;0.79
21/04/2022;482519367;Hortensia;3;2.82
21/04/2022;269481735;Paquerette;8;0.22
21/04/2022;275381649;Mimosa;13;1.49
21/04/2022;842619375;Crocus;2;0.23
21/04/2022;651982473;Tulipe;4;0.62
21/04/2022;842619375;Oeillet;1;0.21
21/04/2022;672849135;Rose;13;0.83
21/04/2022;672849135;Anemone;5;0.87
21/04/2022;275381649;Pivoine;6;2.24
27/04/2022;842619375;Hortensia;23;0.22
27/04/2022;672849135;Anemone;16;1.09
27/04/2022;842619375;Crocus;7;0.34
27/04/2022;842619375;Oeillet;16;0.74
27/04/2022;275381649;Paquerette;14;0.7
27/04/2022;275381649;Chrysantheme;8;0.12
27/04/2022;503827451;Pensee;7;0.16
27/04/2022;672849135;Tulipe;5;0.29
27/04/2022;672849135;Pivoine;40;1.32
27/04/2022;503827451;Coquelicot;19;0.33
27/04/2022;346198275;Magnolia;10;1.61
27/04/2022;672849135;Lys;9;0.51
27/04/2022;651982473;Rose;18;0.37
27/04/2022;503827451;Mimosa;14;0.38
27/04/2022;275381649;Tiare;1;0.65
27/04/2022;482519367;Violette;1;0.11
27/04/2022;269481735;Narcisse;6;0.85
28/04/2022;842619375;Chrysantheme;6;0.34
28/04/2022;672849135;Tulipe;2;0.48
28/04/2022;275381649;Magnolia;10;2.81
28/04/2022;503827451;Narcisse;6;0.4
28/04/2022;842619375;Violette;1;0.27
28/04/2022;503827451;Glaieul;1;0.53
28/04/2022;672849135;Oeillet;10;0.67
28/04/2022;672849135;Coquelicot;10;0.26
28/04/2022;269481735;Crocus;2;0.3
28/04/2022;346198275;Tournesol;3;0.28
28/04/2022;269481735;Tiare;9;0.63
28/04/2022;275381649;Anemone;4;1.35
28/04/2022;503827451;Marguerite;2;0.87
09/12/2022;346198275;Pivoine;18;1.99
09/12/2022;651982473;Oeillet;6;0.65
09/12/2022;275381649;Rose;14;0.31
09/12/2022;346198275;Paquerette;9;0.14
09/12/2022;503827451;Tournesol;3;0.69
09/12/2022;651982473;Marguerite;16;0.55
09/12/2022;269481735;Glaieul;8;0.6
09/12/2022;842619375;Lys;3;1.13
09/12/2022;482519367;Crocus;16;0.39
09/12/2022;275381649;Magnolia;4;2.79
09/12/2022;503827451;Pensee;12;0.35
09/12/2022;503827451;Chrysantheme;10;0.89
09/12/2022;275381649;Coquelicot;3;0.44
09/12/2022;503827451;Anemone;6;1.09
15/12/2022;482519367;Glaieul;1;0.63
15/12/2022;672849135;Hortensia;3;3.22
15/12/2022;672849135;Narcisse;8;0.83
15/12/2022;842619375;Pensee;7;0.42
15/12/2022;269481735;Paquerette;16;0.73
15/12/2022;672849135;Marguerite;14;0.4
15/12/2022;672849135;Anemone;3;1.37
15/12/2022;842619375;Rose;12;0.9
15/12/2022;672849135;Tulipe;9;0.26
15/12/2022;842619375;Mimosa;1;2.41
15/12/2022;503827451;Lys;3;0.11
15/12/2022;346198275;Pivoine;5;0.13
15/12/2022;346198275;Magnolia;3;3.16
15/12/2022;651982473;Tiare;2;2.08
15/12/2022;482519367;Tournesol;2;0.73
20/12/2022;346198275;Mimosa;25;2.38
20/12/2022;503827451;Anemone;2;1.48
20/12/2022;482519367;Hortensia;39;3.99
20/12/2022;482519367;Crocus;27;0.33
20/12/2022;269481735;Tulipe;8;0.75
20/12/2022;503827451;Pensee;15;0.45
20/12/2022;651982473;Marguerite;1;0.7
20/12/2022;651982473;Rose;9;0.52
20/12/2022;672849135;Pivoine;5;1.5
20/12/2022;482519367;Narcisse;18;0.44
20/12/2022;482519367;Coquelicot;18;0.22
20/12/2022;842619375;Violette;2;0.38
20/12/2022;503827451;Tiare;32;2.73
20/12/2022;275381649;Chrysantheme;6;0.43
20/12/2022;482519367;Paquerette;1;0.21
20/12/2022;651982473;Glaieul;4;0.18
20/12/2022;672849135;Lys;22;1.15
20/12/2022;672849135;Tournesol;2;0.28
20/12/2022;482519367;Oeillet;10;0.41
14/12/2022;346198275;Violette;6;0.29
14/12/2022;346198275;Chrysantheme;8;0.34
14/12/2022;651982473;Paquerette;5;0.68
14/12/2022;482519367;Lys;2;0.99
14/12/2022;842619375;Rose;17;0.61
14/12/2022;672849135;Marguerite;6;0.96
14/12/2022;503827451;Anemone;1;1.73
14/12/2022;482519367;Hortensia;8;2.06
14/12/2022;275381649;Coquelicot;3;0.48
14/12/2022;842619375;Crocus;5;0.37
14/12/2022;842619375;Pensee;9;0.61
14/12/2022;672849135;Pivoine;18;0.1
14/12/2022;503827451;Magnolia;2;3.47
14/12/2022;482519367;Narcisse;9;0.45
14/12/2022;346198275;Oeillet;14;0.56
14/12/2022;269481735;Tiare;1;1.16
14/12/2022;346198275;Tulipe;8;0.25
14/12/2022;672849135;Tournesol;1;0.82
27/12/2022;275381649;Tournesol;1;0.57
27/12/2022;346198275;Glaieul;3;0.91
27/12/2022;503827451;Mimosa;20;2.4
27/12/2022;842619375;Chrysantheme;12;0.64
27/12/2022;482519367;Oeillet;3;0.11
27/12/2022;651982473;Pensee;29;0.42
27/12/2022;503827451;Anemone;42;0.5
27/12/2022;651982473;Rose;5;0.64
27/12/2022;482519367;Crocus;1;0.19
27/12/2022;269481735;Magnolia;14;1.33
27/12/2022;503827451;Lys;2;1.23
27/12/2022;275381649;Violette;29;0.35
27/12/2022;346198275;Tulipe;15;0.36
27/12/2022;482519367;Marguerite;6;0.89
27/12/2022;672849135;Hortensia;5;3.29
27/12/2022;503827451;Tiare;6;0.36
19/12/2022;842619375;Crocus;15;0.38
19/12/2022;482519367;Coquelicot;5;0.45
19/12/2022;651982473;Narcisse;2;0.78
19/12/2022;651982473;Marguerite;6;0.48
19/12/2022;482519367;Magnolia;3;1.04
19/12/2022;503827451;Tulipe;2;0.36
19/12/2022;275381649;Anemone;15;0.51
19/12/2022;275381649;Pensee;16;0.65
19/12/2022;651982473;Violette;15;0.17
19/12/2022;346198275;Lys;4;0.82
19/12/2022;651982473;Glaieul;6;0.47
19/12/2022;672849135;Pivoine;8;1.16
19/12/2022;842619375;Mimosa;14;1.72
19/12/2022;269481735;Rose;7;0.35
19/12/2022;503827451;Tiare;4;0.53
19/12/2022;672849135;Chrysantheme;5;0.79
19/12/2022;842619375;Paquerette;14;0.38
28/12/2022;275381649;Tournesol;4;0.28
28/12/2022;842619375;Marguerite;12;0.8
28/12/2022;672849135;Crocus;26;0.47
28/12/2022;269481735;Tiare;10;1.96
28/12/2022;346198275;Pensee;18;0.27
28/12/2022;842619375;Chrysantheme;7;0.64
28/12/2022;672849135;Tulipe;6;0.51
28/12/2022;503827451;Hortensia;27;3.27
28/12/2022;842619375;Paquerette;12;0.63
28/12/2022;842619375;Violette;13;0.42
28/12/2022;269481735;Coquelicot;38;0.17
28/12/2022;842619375;Mimosa;7;1.28
28/12/2022;275381649;Glaieul;9;0.25
28/12/2022;275381649;Lys;7;0.49
28/12/2022;651982473;Rose;9;0.62
28/12/2022;346198275;Narcisse;6;0.84
28/12/2022;651982473;Anemone;21;0.92
28/12/2022;651982473;Oeillet;5;0.51
28/12/2022;269481735;Magnolia;19;2.74
28/12/2022;275381649;Pivoine;19;2.18
23/12/2022;672849135;Violette;12;0.14
23/12/2022;482519367;Magnolia;10;0.5
23/12/2022;503827451;Tiare;1;1.04
23/12/2022;503827451;Oeillet;11;0.7
23/12/2022;275381649;Pensee;1;0.51
23/12/2022;482519367;Tulipe;2;0.52
23/12/2022;651982473;Narcisse;16;1.11
23/12/2022;346198275;Mimosa;6;0.65
23/12/2022;346198275;Marguerite;4;0.59
23/12/2022;672849135;Coquelicot;1;0.45
23/12/2022;269481735;Chrysantheme;1;0.33
23/12/2022;482519367;Rose;2;0.71
23/12/2022;269481735;Lys;12;0.7
23/12/2022;346198275;Glaieul;6;0.29
23/12/2022;842619375;Anemone;4;0.61
23/12/2022;269481735;Tournesol;4;0.37
23/12/2022;275381649;Paquerette;1;0.19
26/12/2022;346198275;Mimosa;10;0.19
26/12/2022;269481735;Lys;5;0.78
26/12/2022;482519367;Pensee;4;0.15
26/12/2022;482519367;Coquelicot;9;0.34
26/12/2022;651982473;Rose;6;0.9
26/12/2022;503827451;Chrysantheme;4;0.56
26/12/2022;672849135;Anemone;7;0.51
26/12/2022;346198275;Crocus;4;0.43
26/12/2022;651982473;Tulipe;13;0.57
26/12/2022;503827451;Marguerite;3;0.86
26/12/2022;346198275;Pivoine;12;1.2
26/12/2022;346198275;Narcisse;18;0.76
16/12/2022;482519367;Mimosa;1;0.47
16/12/2022;672849135;Paquerette;2;0.46
16/12/2022;672849135;Magnolia;5;0.66
16/12/2022;346198275;Glaieul;2;0.19
16/12/2022;346198275;Oeillet;8;0.45
16/12/2022;651982473;Violette;1;0.34
16/12/2022;482519367;Tournesol;1;0.72
21/12/2022;275381649;Chrysantheme;6;0.22
21/12/2022;842619375;Rose;11;0.73
21/12/2022;651982473;Pivoine;5;1.36
21/12/2022;672849135;Tournesol;1;0.92
21/12/2022;842619375;Lys;8;1.18
21/12/2022;275381649;Tulipe;6;0.45
21/12/2022;503827451;Mimosa;3;0.71
21/12/2022;503827451;Paquerette;1;0.62
21/12/2022;482519367;Magnolia;7;2.38
21/12/2022;651982473;Marguerite;5;0.45
21/12/2022;346198275;Hortensia;2;3.31
21/12/2022;269481735;Narcisse;16;0.46
21/12/2022;346198275;Tiare;15;0.25
21/12/2022;346198275;Glaieul;2;0.6
21/12/2022;269481735;Oeillet;1;0.4
29/12/2022;503827451;Paquerette;65;0.47
29/12/2022;346198275;Magnolia;58;2.09
29/12/2022;651982473;Mimosa;46;0.59
29/12/2022;269481735;Pensee;93;0.45
29/12/2022;269481735;Rose;56;0.73
29/12/2022;651982473;Oeillet;88;0.26
29/12/2022;275381649;Marguerite;30;0.4
29/12/2022;482519367;Anemone;46;0.13
29/12/2022;651982473;Tiare;45;1.27
29/12/2022;346198275;Lys;57;0.72
29/12/2022;275381649;Glaieul;40;0.25
29/12/2022;275381649;Crocus;29;0.25
29/12/2022;503827451;Narcisse;87;1.12
29/12/2022;672849135;Tulipe;23;0.46
29/12/2022;269481735;Chrysantheme;93;0.56
29/12/2022;503827451;Coquelicot;43;0.45
29/12/2022;346198275;Violette;27;0.1
29/12/2022;482519367;Tournesol;57;0.32
29/12/2022;842619375;Pivoine;38;1.71
29/12/2022;275381649;Hortensia;62;0.97
22/12/2022;269481735;Coquelicot;9;0.22
22/12/2022;269481735;Tournesol;19;0.85
22/12/2022;269481735;Pivoine;6;1.65
22/12/2022;503827451;Violette;16;0.3
22/12/2022;503827451;Chrysantheme;6;0.44
22/12/2022;651982473;Crocus;1;0.45
22/12/2022;346198275;Anemone;1;0.75
22/12/2022;651982473;Magnolia;1;0.96
22/12/2022;842619375;Marguerite;1;0.68
22/12/2022;269481735;Tiare;7;2.83
22/12/2022;482519367;Hortensia;6;0.46
22/12/2022;269481735;Rose;6;0.99
22/12/2022;842619375;Narcisse;2;0.36
14/06/2023;275381649;Mimosa;5;2.26
14/06/2023;503827451;Anemone;1;0.87
14/06/2023;672849135;Rose;1;0.54
14/06/2023;269481735;Magnolia;6;3.17
14/06/2023;503827451;Pivoine;1;2.13
14/06/2023;482519367;Chrysantheme;15;0.34
14/06/2023;482519367;Paquerette;1;0.6
14/06/2023;346198275;Marguerite;6;0.55
14/06/2023;842619375;Violette;12;0.43
14/06/2023;672849135;Crocus;1;0.12
14/06/2023;275381649;Tournesol;5;0.48
09/06/2023;269481735;Oeillet;5;0.33
09/06/2023;503827451;Mimosa;14;2.48
09/06/2023;651982473;Narcisse;9;0.73
09/06/2023;346198275;Crocus;5;0.27
09/06/2023;269481735;Hortensia;8;0.98
09/06/2023;275381649;Chrysantheme;2;0.35
09/06/2023;482519367;Rose;3;0.91
09/06/2023;275381649;Glaieul;1;0.52
09/06/2023;651982473;Marguerite;12;0.44
09/06/2023;672849135;Anemone;6;0.83
09/06/2023;842619375;Magnolia;1;2.48
09/06/2023;269481735;Tiare;1;2.61
07/06/2023;651982473;Lys;25;0.1
07/06/2023;346198275;Tiare;1;2.88
07/06/2023;503827451;Hortensia;11;0.86
07/06/2023;346198275;Pivoine;2;2.05
07/06/2023;503827451;Tulipe;16;0.65
07/06/2023;346198275;Narcisse;2;0.7
07/06/2023;346198275;Crocus;1;0.4
07/06/2023;503827451;Tournesol;1;0.82
08/06/2023;482519367;Paquerette;3;0.14
08/06/2023;842619375;Glaieul;3;0.89
08/06/2023;346198275;Hortensia;9;0.31
08/06/2023;651982473;Rose;3;0.27
08/06/2023;482519367;Pivoine;5;1.57
08/06/2023;651982473;Tiare;2;1.56
13/06/2023;482519367;Hortensia;20;1.74
13/06/2023;503827451;Glaieul;1;0.28
13/06/2023;672849135;Crocus;8;0.45
13/06/2023;651982473;Marguerite;3;0.53
13/06/2023;842619375;Oeillet;1;0.41
13/06/2023;672849135;Magnolia;4;0.76
13/06/2023;482519367;Chrysantheme;3;0.36
13/06/2023;482519367;Lys;1;1.33
13/06/2023;651982473;Mimosa;2;0.51
22/06/2023;275381649;Hortensia;11;2.31
22/06/2023;482519367;Tulipe;2;0.66
22/06/2023;346198275;Pensee;4;0.66
22/06/2023;275381649;Anemone;3;0.23
22/06/2023;275381649;Magnolia;14;0.14
22/06/2023;651982473;Tiare;3;1.8
22/06/2023;346198275;Marguerite;4;0.1
22/06/2023;346198275;Crocus;2;0.26
22/06/2023;672849135;Coquelicot;8;0.29
22/06/2023;482519367;Glaieul;18;0.5
22/06/2023;672849135;Chrysantheme;11;0.85
22/06/2023;482519367;Narcisse;8;0.99
20/06/2023;275381649;Tulipe;4;0.24
20/06/2023;842619375;Anemone;3;0.19
20/06/2023;672849135;Chrysantheme;11;0.41
20/06/2023;651982473;Tournesol;3;0.43
20/06/2023;269481735;Hortensia;14;1.69
20/06/2023;672849135;Mimosa;7;2.06
20/06/2023;672849135;Crocus;15;0.26
20/06/2023;672849135;Coquelicot;15;0.26
20/06/2023;346198275;Marguerite;1;0.33
20/06/2023;482519367;Paquerette;2;0.5
20/06/2023;482519367;Magnolia;4;1.83
20/06/2023;482519367;Rose;2;0.47
12/06/2023;269481735;Magnolia;18;0.25
12/06/2023;672849135;Lys;11;0.34
12/06/2023;672849135;Crocus;7;0.33
12/06/2023;269481735;Tulipe;2;0.12
12/06/2023;651982473;Oeillet;1;0.62
12/06/2023;503827451;Anemone;1;1.34
12/06/2023;346198275;Coquelicot;1;0.23
12/06/2023;346198275;Tiare;5;2.26
12/06/2023;482519367;Pivoine;18;1.81
12/06/2023;346198275;Narcisse;1;0.93
16/06/2023;269481735;Violette;24;0.27
16/06/2023;482519367;Glaieul;2;0.38
16/06/2023;672849135;Paquerette;13;0.32
16/06/2023;482519367;Mimosa;24;0.32
16/06/2023;269481735;Oeillet;3;0.27
16/06/2023;269481735;Pensee;2;0.29
16/06/2023;842619375;Coquelicot;1;0.34
16/06/2023;672849135;Narcisse;4;0.8
16/06/2023;842619375;Hortensia;2;2.01
16/06/2023;503827451;Rose;4;0.6
16/06/2023;482519367;Crocus;4;0.26
16/06/2023;672849135;Tiare;1;2.47
16/06/2023;503827451;Marguerite;1;0.92
15/06/2023;651982473;Pivoine;4;0.5
15/06/2023;842619375;Rose;2;0.43
15/06/2023;651982473;Tiare;7;1.26
15/06/2023;275381649;Magnolia;15;2.07
15/06/2023;275381649;Crocus;1;0.34
15/06/2023;842619375;Hortensia;10;1.31
15/06/2023;269481735;Anemone;8;1.09
15/06/2023;346198275;Coquelicot;3;0.36
15/06/2023;503827451;Tournesol;1;0.15
29/06/2023;346198275;Oeillet;36;0.53
29/06/2023;275381649;Crocus;86;0.23
29/06/2023;269481735;Hortensia;88;2.08
29/06/2023;275381649;Glaieul;54;0.32
29/06/2023;651982473;Mimosa;52;0.68
29/06/2023;672849135;Chrysantheme;61;0.69
29/06/2023;842619375;Narcisse;57;0.1
29/06/2023;346198275;Pivoine;65;1.32
29/06/2023;842619375;Coquelicot;63;0.11
29/06/2023;672849135;Pensee;11;0.66
29/06/2023;269481735;Marguerite;50;0.19
29/06/2023;651982473;Magnolia;37;1.59
29/06/2023;503827451;Rose;87;0.45
29/06/2023;346198275;Paquerette;35;0.63
29/06/2023;346198275;Lys;74;0.43
29/06/2023;503827451;Tulipe;40;0.16
29/06/2023;482519367;Tiare;82;1.9
29/06/2023;503827451;Tournesol;68;0.56
29/06/2023;482519367;Violette;55;0.39
29/06/2023;346198275;Anemone;17;1.71
27/06/2023;503827451;Hortensia;11;2.98
27/06/2023;651982473;Oeillet;17;0.48
27/06/2023;651982473;Coquelicot;7;0.26
27/06/2023;503827451;Tournesol;11;0.86
27/06/2023;346198275;Magnolia;1;2.45
27/06/2023;269481735;Narcisse;12;0.44
27/06/2023;275381649;Violette;5;0.11
27/06/2023;482519367;Tiare;28;0.8
27/06/2023;503827451;Paquerette;26;0.1
27/06/2023;346198275;Lys;6;0.73
27/06/2023;503827451;Mimosa;7;2.27
27/06/2023;269481735;Rose;1;0.61
27/06/2023;275381649;Anemone;14;0.54
27/06/2023;842619375;Chrysantheme;10;0.5
27/06/2023;269481735;Pivoine;7;1.71
27/06/2023;275381649;Crocus;8;0.21
27/06/2023;842619375;Pensee;2;0.59
27/06/2023;346198275;Tulipe;6;0.68
27/06/2023;269481735;Glaieul;1;0.96
23/06/2023;269481735;Hortensia;3;0.82
23/06/2023;346198275;Oeillet;6;0.5
23/06/2023;842619375;Paquerette;7;0.72
23/06/2023;269481735;Mimosa;4;2.04
23/06/2023;275381649;Pensee;8;0.73
23/06/2023;651982473;Tiare;4;2.07
23/06/2023;269481735;Coquelicot;5;0.13
23/06/2023;482519367;Tournesol;6;0.23
23/06/2023;503827451;Marguerite;1;0.21
23/06/2023;672849135;Narcisse;6;0.29
23/06/2023;672849135;Violette;2;0.19
23/06/2023;269481735;Glaieul;11;0.8
23/06/2023;503827451;Pivoine;7;0.29
21/06/2023;269481735;Rose;3;0.4
21/06/2023;651982473;Tiare;4;2.69
21/06/2023;842619375;Glaieul;2;0.68
21/06/2023;269481735;Paquerette;9;0.12
21/06/2023;275381649;Hortensia;8;2.81
21/06/2023;275381649;Violette;8;0.32
21/06/2023;842619375;Lys;5;0.88
21/06/2023;503827451;Tulipe;2;0.1
21/06/2023;672849135;Oeillet;6;0.14
21/06/2023;346198275;Mimosa;1;0.71
28/06/2023;269481735;Mimosa;8;0.55
28/06/2023;503827451;Violette;7;0.12
28/06/2023;346198275;Oeillet;5;0.45
28/06/2023;672849135;Magnolia;9;0.56
28/06/2023;275381649;Crocus;8;0.32
28/06/2023;503827451;Lys;4;1.49
28/06/2023;672849135;Tulipe;2;0.72
28/06/2023;269481735;Anemone;17;0.99
28/06/2023;482519367;Pivoine;2;0.61
28/06/2023;842619375;Marguerite;12;0.19
28/06/2023;651982473;Narcisse;4;0.88
28/06/2023;651982473;Tournesol;1;0.24
28/06/2023;482519367;Rose;16;0.41
28/06/2023;672849135;Tiare;13;0.31
28/06/2023;842619375;Glaieul;3;0.26
28/06/2023;346198275;Chrysantheme;1;0.69
28/06/2023;275381649;Pensee;4;0.19
28/06/2023;651982473;Hortensia;4;2.53
26/06/2023;275381649;Tiare;3;1.1
26/06/2023;503827451;Crocus;3;0.41
26/06/2023;842619375;Violette;4;0.37
26/06/2023;503827451;Glaieul;6;0.82
26/06/2023;346198275;Coquelicot;1;0.12
26/06/2023;482519367;Rose;1;0.94
26/06/2023;275381649;Magnolia;3;1.06
26/06/2023;346198275;Chrysantheme;14;0.23
26/06/2023;672849135;Marguerite;5;0.16
26/06/2023;269481735;Pensee;5;0.47
26/06/2023;275381649;Oeillet;2;0.67
26/06/2023;275381649;Lys;1;0.81
26/06/2023;482519367;Mimosa;1;0.32
26/09/2024;346198275;Oeillet;23;0.18
26/09/2024;651982473;Crocus;5;0.43
26/09/2024;269481735;Pensee;8;0.68
26/09/2024;842619375;Paquerette;31;0.45
26/09/2024;269481735;Coquelicot;2;0.22
26/09/2024;269481735;Marguerite;1;0.56
26/09/2024;269481735;Mimosa;7;1.78
26/09/2024;842619375;Tournesol;20;0.73
26/09/2024;346198275;Magnolia;2;1.49
26/09/2024;651982473;Glaieul;6;0.43
26/09/2024;269481735;Hortensia;1;2.74
26/09/2024;672849135;Tulipe;1;0.27
20/09/2024;672849135;Anemone;1;1.66
20/09/2024;275381649;Marguerite;2;0.14
20/09/2024;275381649;Coquelicot;8;0.38
20/09/2024;482519367;Lys;2;0.37
20/09/2024;275381649;Tournesol;8;0.21
20/09/2024;651982473;Pensee;1;0.12
20/09/2024;672849135;Chrysantheme;1;0.21
20/09/2024;651982473;Paquerette;1;0.3
20/09/2024;672849135;Mimosa;5;1.38
20/09/2024;651982473;Hortensia;4;2.73
20/09/2024;672849135;Tulipe;1;0.57
20/09/2024;346198275;Crocus;8;0.48
20/09/2024;672849135;Magnolia;4;0.73
09/09/2024;672849135;Crocus;17;0.31
09/09/2024;672849135;Marguerite;2;0.95
09/09/2024;269481735;Narcisse;7;0.44
09/09/2024;275381649;Lys;1;0.75
09/09/2024;275381649;Rose;2;0.94
09/09/2024;503827451;Tulipe;3;0.31
09/09/2024;842619375;Pivoine;1;1.63
19/09/2024;672849135;Tulipe;12;0.25
19/09/2024;482519367;Coquelicot;2;0.15
19/09/2024;672849135;Lys;4;0.81
17/09/2024;672849135;Chrysantheme;4;0.36
17/09/2024;482519367;Pivoine;13;0.52
17/09/2024;503827451;Tiare;12;1.71
17/09/2024;346198275;Pensee;1;0.31
17/09/2024;503827451;Glaieul;15;0.62
17/09/2024;842619375;Anemone;1;0.13
17/09/2024;842619375;Mimosa;1;2.01
25/09/2024;346198275;Crocus;5;0.48
25/09/2024;651982473;Coquelicot;2;0.45
25/09/2024;842619375;Chrysantheme;10;0.41
25/09/2024;672849135;Paquerette;1;0.59
25/09/2024;842619375;Hortensia;8;2.15
25/09/2024;346198275;Glaieul;7;0.32
25/09/2024;269481735;Narcisse;1;0.36
25/09/2024;672849135;Lys;5;0.23
25/09/2024;275381649;Tiare;9;1.9
25/09/2024;651982473;Pivoine;3;0.58
25/09/2024;275381649;Tulipe;1;0.62
30/09/2024;269481735;Crocus;12;0.26
30/09/2024;503827451;Tiare;4;2.19
30/09/2024;842619375;Coquelicot;11;0.36
30/09/2024;503827451;Oeillet;7;0.17
30/09/2024;482519367;Violette;23;0.15
30/09/2024;651982473;Narcisse;17;0.91
30/09/2024;651982473;Hortensia;5;1.67
30/09/2024;346198275;Chrysantheme;12;0.84
30/09/2024;503827451;Lys;8;0.83
30/09/2024;842619375;Glaieul;6;0.12
30/09/2024;842619375;Magnolia;2;2.53
30/09/2024;672849135;Pensee;6;0.64
30/09/2024;275381649;Marguerite;16;0.46
30/09/2024;346198275;Pivoine;6;2.02
03/10/2024;482519367;Tulipe;18;0.47
03/10/2024;269481735;Coquelicot;2;0.48
03/10/2024;842619375;Anemone;1;0.66
03/10/2024;269481735;Marguerite;1;0.25
03/10/2024;269481735;Glaieul;4;0.58
03/10/2024;275381649;Magnolia;3;0.4
04/10/2024;269481735;Pivoine;3;0.59
04/10/2024;269481735;Paquerette;2;0.43
04/10/2024;503827451;Chrysantheme;2;0.28
04/10/2024;503827451;Coquelicot;1;0.16
04/10/2024;269481735;Rose;6;0.24
04/10/2024;651982473;Hortensia;1;0.22
04/10/2024;482519367;Tulipe;5;0.37
04/10/2024;346198275;Narcisse;3;0.27
09/10/2024;842619375;Coquelicot;1;0.36
09/10/2024;672849135;Oeillet;10;0.6
09/10/2024;503827451;Tulipe;1;0.22
09/10/2024;482519367;Crocus;9;0.28
09/10/2024;503827451;Hortensia;2;3.07
09/10/2024;842619375;Violette;3;0.26
09/10/2024;651982473;Chrysantheme;2;0.53
09/10/2024;275381649;Magnolia;13;1.33
09/10/2024;842619375;Mimosa;5;1.98
09/10/2024;275381649;Tournesol;9;0.5
09/10/2024;672849135;Lys;1;0.6
09/10/2024;651982473;Narcisse;22;0.8
09/10/2024;275381649;Rose;1;0.19
09/10/2024;672849135;Paquerette;3;0.66
09/10/2024;275381649;Pensee;8;0.63
09/10/2024;651982473;Anemone;7;0.46
16/10/2024;672849135;Chrysantheme;13;0.64
16/10/2024;482519367;Anemone;5;0.85
16/10/2024;275381649;Tiare;4;0.46
16/10/2024;503827451;Rose;3;0.3
10/10/2024;503827451;Tiare;7;2.75
10/10/2024;672849135;Hortensia;3;2.47
10/10/2024;672849135;Crocus;16;0.37
10/10/2024;842619375;Paquerette;1;0.33
10/10/2024;503827451;Tulipe;7;0.45
17/10/2024;346198275;Anemone;7;1.0
17/10/2024;672849135;Lys;12;1.48
17/10/2024;275381649;Glaieul;3;0.24
17/10/2024;346198275;Paquerette;4;0.21
17/10/2024;482519367;Pivoine;3;0.93
17/10/2024;275381649;Hortensia;7;0.26
17/10/2024;672849135;Magnolia;8;3.3
17/10/2024;672849135;Oeillet;2;0.64
17/10/2024;503827451;Tournesol;3;0.87
17/10/2024;672849135;Narcisse;2;1.07
17/10/2024;482519367;Coquelicot;1;0.27
17/10/2024;269481735;Rose;1;0.82
17/10/2024;482519367;Violette;2;0.29
15/10/2024;346198275;Hortensia;7;1.45
15/10/2024;651982473;Glaieul;9;0.94
15/10/2024;482519367;Paquerette;11;0.48
15/10/2024;672849135;Pensee;7;0.68
15/10/2024;346198275;Magnolia;1;0.75
15/10/2024;269481735;Oeillet;10;0.1
07/10/2024;651982473;Rose;14;0.34
07/10/2024;503827451;Oeillet;1;0.15
07/10/2024;482519367;Crocus;7;0.21
07/10/2024;842619375;Chrysantheme;6;0.44
25/10/2024;503827451;Anemone;7;1.27
25/10/2024;482519367;Oeillet;3;0.18
25/10/2024;842619375;Chrysantheme;5;0.79
25/10/2024;482519367;Violette;4;0.17
